paper_id,category,fractional_weight
6682,Operation of the Antarctic Treaty system General,1.0
6683,Opening statements,1.0
6684,Opening statements,1.0
6685,Opening statements,1.0
6686,Operation of the Antarctic Treaty system The Secretariat,1.0
6687,Operation of the Antarctic Treaty system Reports,1.0
6688,Operation of the Antarctic Treaty system General,1.0
6690,Tourism and NG_Activities,1.0
6691,Tourism and NG_Activities,1.0
6692,Tourism and NG_Activities,1.0
6693,Area Protection and Management Plans General,1.0
6694,Exchange of Information,0.5
6694,Operation of the Antarctic Treaty system Reports,0.5
6695,Tourism and NG_Activities,1.0
6696,Operation of the Antarctic Treaty system The Secretariat,1.0
6697,Liability,1.0
6698,Environmental Protection General,1.0
6699,Environmental Protection General,1.0
6700,Liability,1.0
6701,Prevention of marine pollution,1.0
6702,Exchange of Information,1.0
6703,Tourism and NG_Activities,1.0
6704,Operation of the Antarctic Treaty system General,1.0
6705,Exchange of Information,0.5
6705,Operational issues,0.5
6706,Institutional and legal matters,1.0
6707,Environmental Monitoring and Reporting,0.5
6707,Operational issues,0.5
6708,Operation of the Antarctic Treaty system The Secretariat,1.0
6709,CEP Strategy Discussions,1.0
6710,Science issues,1.0
6711,Area Protection and Management Plans General,1.0
6712,Tourism and NG_Activities,1.0
6715,Operation of the Antarctic Treaty system General,1.0
6716,Operation of the Antarctic Treaty system General,1.0
6717,Operation of the Antarctic Treaty system General,1.0
6720,Historic Sites and Monuments,1.0
6722,Science issues,1.0
6723,Operation of the Antarctic Treaty system Reports,1.0
6724,Environmental Monitoring and Reporting,1.0
6725,Tourism and NG_Activities,1.0
6726,Environmental Protection General,1.0
6727,Operation of the Antarctic Treaty system General,1.0
6728,Operation of the Antarctic Treaty system Reports,1.0
6729,Operation of the Antarctic Treaty system Reports,1.0
6730,Operation of the Antarctic Treaty system General,1.0
6733,Operation of the Antarctic Treaty system General,1.0
6734,Tourism and NG_Activities,1.0
6735,Tourism and NG_Activities,1.0
6736,Tourism and NG_Activities,1.0
6737,Tourism and NG_Activities,1.0
6738,Operation of the Antarctic Treaty system General,1.0
6739,Environmental Monitoring and Reporting,1.0
6740,Operation of the Antarctic Treaty system General,1.0
6741,Environmental Protection General,1.0
6742,Opening statements,1.0
6743,Opening statements,1.0
6744,Opening statements,1.0
6745,Operation of the Antarctic Treaty system General,1.0
6746,Marine living resources,1.0
6747,Environmental Protection General,1.0
6748,Tourism and NG_Activities,1.0
6749,Opening statements,1.0
6750,Environmental Protection General,1.0
6751,Tourism and NG_Activities,1.0
6752,Historic Sites and Monuments,1.0
6753,Historic Sites and Monuments,1.0
6754,Cooperation with Other Organisations,1.0
6755,Opening statements,1.0
6756,Opening statements,1.0
6757,Opening statements,1.0
6758,Operation of the Antarctic Treaty system Reports,1.0
6759,Cooperation with Other Organisations,0.5
6759,Operation of the Antarctic Treaty system Reports,0.5
6760,Tourism and NG_Activities,1.0
6761,Opening statements,1.0
6762,Cooperation with Other Organisations,0.5
6762,Operation of the Antarctic Treaty system Reports,0.5
6763,Environmental Protection General,0.5
6763,Science issues,0.5
6764,Operation of the Antarctic Treaty system The Secretariat,1.0
6765,Cooperation with Other Organisations,1.0
6766,Opening statements,1.0
6767,Environmental Protection General,1.0
6768,Cooperation with Other Organisations,1.0
6769,Environmental Protection General,0.5
6769,Operational issues,0.5
6770,Exchange of Information,1.0
6771,Opening statements,1.0
6772,Operational issues,1.0
6773,Environmental Protection General,0.5
6773,Management Plans,0.5
6774,Environmental Monitoring and Reporting,1.0
6775,Exchange of Information,1.0
6776,Opening statements,1.0
6777,Operation of the Antarctic Treaty system Reports,1.0
6778,Environmental Monitoring and Reporting,1.0
6779,Opening statements,1.0
6780,Tourism and NG_Activities,1.0
6783,Operation of the Antarctic Treaty system General,1.0
6784,Tourism and NG_Activities,1.0
6785,Liability,1.0
6786,Opening statements,1.0
6787,Environmental Protection General,1.0
6788,Operation of the Antarctic Treaty system Reports,1.0
6789,Marine living resources,0.5
6789,Operation of the Antarctic Treaty system Reports,0.5
6790,Exchange of Information,0.5
6790,Operational issues,0.5
6791,Opening statements,1.0
6792,Cooperation with Other Organisations,0.5
6792,Operation of the Antarctic Treaty system Reports,0.5
6793,Operational issues,1.0
6794,Operation of the Antarctic Treaty system Reports,1.0
6795,Tourism and NG_Activities,1.0
6796,Safety and Operations in Antarctica,1.0
6797,Opening statements,1.0
6798,Environmental Protection General,1.0
6799,Environmental Protection General,1.0
6800,Cooperation with Other Organisations,0.5
6800,Operation of the Antarctic Treaty system Reports,0.5
6801,Environmental Protection General,1.0
6802,Liability,1.0
6803,Opening statements,1.0
6804,Opening statements,1.0
6805,Educational issues,0.5
6805,Tourism and NG_Activities,0.5
6806,Tourism and NG_Activities,1.0
6807,Tourism and NG_Activities,1.0
6808,Tourism and NG_Activities,1.0
6809,Environmental Monitoring and Reporting,1.0
6810,Opening statements,1.0
6811,Exchange of Information,0.5
6811,Operational issues,0.5
6812,Tourism and NG_Activities,1.0
6813,Opening statements,1.0
6814,Operation of the Antarctic Treaty system Reports,1.0
6815,Operation of the Antarctic Treaty system General,1.0
6816,Opening statements,1.0
6817,Environmental Protection General,1.0
6818,Opening statements,1.0
6819,Opening statements,1.0
6820,Environmental Protection General,1.0
6821,Liability,1.0
6822,Prevention of marine pollution,0.5
6822,Safety and Operations in Antarctica,0.5
6823,Environmental Protection General,1.0
6824,Historic Sites and Monuments,1.0
6825,Historic Sites and Monuments,1.0
6826,Opening statements,1.0
6827,CEP Strategy Discussions,1.0
6828,Tourism and NG_Activities,1.0
6829,CEP Strategy Discussions,1.0
6830,Tourism and NG_Activities,1.0
6832,Inspections,1.0
6833,Science issues,1.0
6834,Environmental Protection General,1.0
6835,Environmental Protection General,1.0
6836,Tourism and NG_Activities,1.0
6837,Tourism and NG_Activities,1.0
6838,Exchange of Information,1.0
6839,Environmental Monitoring and Reporting,1.0
6840,Inspections,1.0
6841,Science issues,1.0
6842,Science issues,1.0
6843,Environmental Monitoring and Reporting,1.0
6844,Historic Sites and Monuments,1.0
6845,Environmental Protection General,1.0
6846,Prevention of marine pollution,1.0
6847,Exchange of Information,1.0
6848,Inspections,1.0
6849,Institutional and legal matters,1.0
6852,Institutional and legal matters,1.0
6853,Inspections,1.0
6854,Inspections,1.0
6855,Tourism and NG_Activities,1.0
6856,Environmental Protection General,1.0
6857,Operation of the Antarctic Treaty system Reports,1.0
6858,Operation of the Antarctic Treaty system Reports,1.0
6859,Operation of the Antarctic Treaty system General,1.0
6860,Operation of the Antarctic Treaty system General,1.0
6862,Operation of the Antarctic Treaty system General,1.0
6863,Operation of the Antarctic Treaty system Reports,1.0
6864,Operational issues,1.0
6865,Inspections,1.0
6866,Inspections,1.0
6867,Comprehensive Environmental Evaluations,1.0
6868,Environmental Protection General,1.0
6869,Opening statements,1.0
6870,Prevention of marine pollution,1.0
6871,Comprehensive Environmental Evaluations,1.0
6873,Area Protection and Management Plans General,1.0
6874,Tourism and NG_Activities,1.0
6875,Exchange of Information,0.5
6875,Operational issues,0.5
6876,Area Protection and Management Plans General,1.0
6877,Opening statements,1.0
6878,Operation of the Antarctic Treaty system Reports,1.0
6879,Operation of the Antarctic Treaty system Reports,1.0
6880,Comprehensive Environmental Evaluations,1.0
6882,Operation of the Antarctic Treaty system Reports,1.0
6883,Comprehensive Environmental Evaluations,1.0
6884,Operation of the Antarctic Treaty system Reports,1.0
6885,Exchange of Information,1.0
6886,Opening statements,1.0
6887,Environmental Protection General,1.0
6888,Opening statements,1.0
6889,Operation of the Antarctic Treaty system Reports,1.0
6890,Operation of the Antarctic Treaty system Reports,1.0
6891,Environmental Monitoring and Reporting,1.0
6892,Opening statements,1.0
6893,Comprehensive Environmental Evaluations,0.5
6893,Historic Sites and Monuments,0.5
6894,Inspections,1.0
6895,Tourism and NG_Activities,1.0
6896,Tourism and NG_Activities,1.0
6897,Operation of the Antarctic Treaty system General,1.0
6898,Opening statements,1.0
6899,Marine living resources,1.0
6900,Opening statements,1.0
6901,Operation of the Antarctic Treaty system Reports,1.0
6902,Opening statements,1.0
6903,Opening statements,1.0
6904,Opening statements,1.0
6905,Inspections,1.0
6906,Operational issues,1.0
6907,Operational issues,1.0
6908,Tourism and NG_Activities,1.0
6909,Tourism and NG_Activities,1.0
6910,Environmental Protection General,1.0
6911,Opening statements,1.0
6912,Opening statements,1.0
6913,Opening statements,1.0
6914,Comprehensive Environmental Evaluations,1.0
6915,Opening statements,1.0
6916,Opening statements,1.0
6917,Opening statements,1.0
6918,Opening statements,1.0
6919,Comprehensive Environmental Evaluations,0.5
6919,Environmental Monitoring and Reporting,0.5
6920,Comprehensive Environmental Evaluations,1.0
6921,Comprehensive Environmental Evaluations,1.0
6922,Drilling,1.0
6923,Environmental Protection General,1.0
6924,Operation of the Antarctic Treaty system Reports,1.0
6925,Opening statements,1.0
6926,Opening statements,1.0
6927,Opening statements,1.0
6928,Environmental Protection General,1.0
6929,Operation of the Antarctic Treaty system Reports,1.0
6930,Science issues,1.0
6931,Science issues,1.0
6932,Opening statements,1.0
6933,Opening statements,1.0
6934,Institutional and legal matters,0.5
6934,Operation of the Antarctic Treaty system General,0.5
6935,Environmental Protection General,0.3333333333333333
6935,Institutional and legal matters,0.3333333333333333
6935,Operation of the Antarctic Treaty system General,0.3333333333333333
6936,Environmental Protection General,0.5
6936,Human Footprint and wilderness values,0.5
6937,Environmental Monitoring and Reporting,1.0
6939,Liability,1.0
6940,Exchange of Information,0.5
6940,Operational issues,0.5
6941,Waste management and disposal,1.0
6942,Opening statements,1.0
6943,Exchange of Information,0.5
6943,Operational issues,0.5
6944,Cooperation with Other Organisations,1.0
6945,Opening statements,1.0
6946,Cooperation with Other Organisations,1.0
6947,Exchange of Information,0.5
6947,Operational issues,0.5
6949,Operation of the Antarctic Treaty system Reports,1.0
6950,Prevention of marine pollution,1.0
6951,Operation of the Antarctic Treaty system General,0.5
6951,Operation of the Antarctic Treaty system Reports,0.5
6952,Opening statements,1.0
6953,Operational issues,1.0
6954,Environmental Protection General,1.0
6955,Educational issues,1.0
6956,Environmental Monitoring and Reporting,0.3333333333333333
6956,Exchange of Information,0.3333333333333333
6956,Inspections,0.3333333333333333
6957,Cooperation with Other Organisations,1.0
6958,Environmental Protection General,1.0
6959,Opening statements,1.0
6960,Operation of the Antarctic Treaty system Reports,1.0
6961,Operation of the Antarctic Treaty system General,1.0
6962,Operation of the Antarctic Treaty system General,1.0
6963,Operation of the Antarctic Treaty system General,1.0
6964,Operation of the Antarctic Treaty system General,1.0
6965,Cooperation with Other Organisations,1.0
6966,Cooperation with Other Organisations,1.0
6967,Comprehensive Environmental Evaluations,0.5
6967,Tourism and NG_Activities,0.5
6968,Cooperation with Other Organisations,1.0
6969,Comprehensive Environmental Evaluations,1.0
6970,Comprehensive Environmental Evaluations,1.0
6971,Comprehensive Environmental Evaluations,1.0
6972,Cooperation with Other Organisations,1.0
6973,Environmental Protection General,1.0
6974,Tourism and NG_Activities,1.0
6975,Comprehensive Environmental Evaluations,1.0
6976,Comprehensive Environmental Evaluations,1.0
6977,Opening statements,1.0
6978,Operation of the Antarctic Treaty system General,1.0
6979,Environmental Monitoring and Reporting,0.5
6979,Operational issues,0.5
6980,Tourism and NG_Activities,1.0
6981,Exchange of Information,1.0
6984,Environmental Protection General,1.0
6985,Environmental Protection General,1.0
6986,Opening statements,1.0
6987,Liability,1.0
6988,Opening statements,1.0
6989,Cooperation with Other Organisations,1.0
6990,Environmental Monitoring and Reporting,1.0
6991,Waste management and disposal,1.0
6992,Environmental Monitoring and Reporting,1.0
6993,Exchange of Information,1.0
6994,Comprehensive Environmental Evaluations,1.0
6995,Climate Change,0.5
6995,Science issues,0.5
6996,Area Protection and Management Plans General,1.0
6997,Environmental Protection General,1.0
6998,Management Plans,1.0
6999,Exchange of Information,1.0
7000,Exchange of Information,1.0
7001,Educational issues,1.0
7002,Comprehensive Environmental Evaluations,1.0
7004,Cooperation with Other Organisations,0.5
7004,Operational issues,0.5
7005,Environmental Monitoring and Reporting,1.0
7006,Environmental Protection General,0.5
7006,Institutional and legal matters,0.5
7007,Tourism and NG_Activities,1.0
7010,Operation of the Antarctic Treaty system Reports,1.0
7011,Opening statements,1.0
7012,Environmental Protection General,1.0
7013,Comprehensive Environmental Evaluations,1.0
7014,Environmental Monitoring and Reporting,1.0
7015,Exchange of Information,1.0
7016,Climate Change,1.0
7017,Opening statements,1.0
7018,Operation of the Antarctic Treaty system General,1.0
7019,Opening statements,1.0
7020,Exchange of Information,1.0
7021,Environmental Monitoring and Reporting,1.0
7022,Cooperation with Other Organisations,1.0
7023,Environmental Protection General,1.0
